,SecurityID,p,q,v_mu,omega,alpha1,alpha2,beta1,beta2
0,72151,1,0,0.003382032581198665,2.0256120654152863e-14,4.747051283614142e-16,1.9206986704869648e-16,0.4731950952903278,0.5099882367054839
0,72149,1,0,0.002410844052355698,5.790821350664506e-06,8.449920564849658e-15,1.4533364631668776e-14,0.999999999999986,3.5379299490045926e-14
0,72118,2,0,0.013543639853696145,7.257801826199285e-12,1.3357876356275442e-06,0.8945825241928983,0.02240363042805449,0.05043980731279875
0,72116,1,0,0.008899132870790718,4.90595989270811e-05,3.708886342651553e-09,3.7057680829911296e-09,0.8146538753234056,0.0
0,72115,1,0,0.012729619160799338,0.00016048579788804102,9.498523063385654e-16,4.2379701340184782e-16,0.8116033111838428,1.9739991681498016e-13
0,72107,1,0,0.027884326470324974,1.842579422373092e-12,0.18620445861949783,0.8137940091866639,4.374722806232967e-14,1.6161205087878537e-06
0,72090,1,0,-0.005104387915917526,0.0,0.0,0.0,0.0,0.8541393619533547
0,72032,1,0,0.01717681469898583,5.161122839470951e-08,0.21134675705224423,0.7886481281999494,5.134717543983032e-07,5.120283248561616e-07
0,72023,1,0,0.01238887932918563,0.002193940402028563,0.40577851602659315,3.5753295266402845e-15,0.0,0.0
0,72011,1,0,0.0028408506383573243,1.896856020483849e-05,0.004999972672070533,0.004999972672070533,0.34499811437286676,0.34499811437286676
0,72010,1,0,-0.011308501183417833,0.0,0.0,0.0,0.9566946580479674,5.953775511068505e-11
