SecurityID,2019/2/28,2019/4/30,2019/6/30,2019/8/31,2019/10/31,2019/12/31
14814,Cluster 0,Cluster 17,Cluster 6,Cluster 20,Cluster 12,Cluster 6
14833,Cluster 0,Cluster 9,Cluster 13,Cluster 18,Cluster 22,Cluster 1
14836,Cluster 0,Cluster 11,Cluster 11,Cluster 8,Cluster 23,Cluster 5
14856,Cluster 0,Cluster 8,Cluster 6,Cluster 1,Cluster 0,Cluster 22
14862,Cluster 0,Cluster 6,Cluster 1,Cluster 17,Cluster 5,Cluster 1
14871,Cluster 0,Cluster 14,Cluster 12,Cluster 20,Cluster 4,Cluster 8
14875,Cluster 0,Cluster 5,Cluster 7,Cluster 8,Cluster 17,Cluster 16
14894,Cluster 0,Cluster 17,Cluster 23,Cluster 20,Cluster 23,Cluster 5
14943,Cluster 0,Cluster 2,Cluster 17,Cluster 4,Cluster 18,Cluster 21
14946,Cluster 0,Cluster 20,Cluster 21,Cluster 2,Cluster 22,Cluster 8
15013,Cluster 0,Cluster 15,Cluster 19,Cluster 14,Cluster 7,Cluster 7
15027,Cluster 0,Cluster 16,Cluster 5,Cluster 20,Cluster 7,Cluster 3
15040,Cluster 0,Cluster 1,Cluster 8,Cluster 4,Cluster 21,Cluster 5
15042,Cluster 0,Cluster 5,Cluster 0,Cluster 2,Cluster 7,Cluster 13
15061,Cluster 0,Cluster 17,Cluster 22,Cluster 20,Cluster 4,Cluster 12
15107,Cluster 0,Cluster 23,Cluster 8,Cluster 4,Cluster 14,Cluster 22
15109,Cluster 0,Cluster 19,Cluster 5,Cluster 20,Cluster 14,Cluster 15
15111,Cluster 0,Cluster 23,Cluster 4,Cluster 15,Cluster 20,Cluster 3
15116,Cluster 0,Cluster 20,Cluster 3,Cluster 0,Cluster 0,Cluster 11
15121,Cluster 0,Cluster 3,Cluster 20,Cluster 20,Cluster 22,Cluster 9
15156,Cluster 0,Cluster 18,Cluster 4,Cluster 13,Cluster 0,Cluster 21
15186,Cluster 0,Cluster 2,Cluster 20,Cluster 14,Cluster 4,Cluster 22
15232,Cluster 0,Cluster 11,Cluster 18,Cluster 20,Cluster 6,Cluster 2
15262,Cluster 0,Cluster 0,Cluster 20,Cluster 3,Cluster 22,Cluster 19
15263,Cluster 0,Cluster 14,Cluster 19,Cluster 22,Cluster 7,Cluster 23
15278,Cluster 0,Cluster 10,Cluster 2,Cluster 3,Cluster 2,Cluster 22
15289,Cluster 0,Cluster 17,Cluster 7,Cluster 0,Cluster 15,Cluster 12
15345,Cluster 0,Cluster 14,Cluster 7,Cluster 23,Cluster 22,Cluster 13
15360,Cluster 0,Cluster 20,Cluster 23,Cluster 11,Cluster 11,Cluster 20
15407,Cluster 0,Cluster 23,Cluster 19,Cluster 0,Cluster 6,Cluster 6
15421,Cluster 0,Cluster 16,Cluster 23,Cluster 1,Cluster 16,Cluster 15
15422,Cluster 0,Cluster 9,Cluster 4,Cluster 3,Cluster 3,Cluster 13
15432,Cluster 0,Cluster 6,Cluster 7,Cluster 19,Cluster 7,Cluster 2
15438,Cluster 0,Cluster 15,Cluster 6,Cluster 20,Cluster 5,Cluster 12
15441,Cluster 0,Cluster 9,Cluster 2,Cluster 8,Cluster 5,Cluster 22
15442,Cluster 0,Cluster 15,Cluster 4,Cluster 20,Cluster 23,Cluster 12
15446,Cluster 0,Cluster 6,Cluster 6,Cluster 18,Cluster 5,Cluster 3
15449,Cluster 0,Cluster 5,Cluster 22,Cluster 1,Cluster 6,Cluster 3
15455,Cluster 0,Cluster 23,Cluster 11,Cluster 3,Cluster 22,Cluster 8
15475,Cluster 0,Cluster 20,Cluster 20,Cluster 13,Cluster 8,Cluster 7
15512,Cluster 0,Cluster 5,Cluster 16,Cluster 4,Cluster 18,Cluster 17
15513,Cluster 0,Cluster 4,Cluster 2,Cluster 0,Cluster 10,Cluster 13
15517,Cluster 0,Cluster 18,Cluster 20,Cluster 17,Cluster 13,Cluster 19
15523,Cluster 0,Cluster 5,Cluster 16,Cluster 17,Cluster 13,Cluster 0
15580,Cluster 0,Cluster 22,Cluster 2,Cluster 18,Cluster 9,Cluster 5
15589,Cluster 0,Cluster 10,Cluster 12,Cluster 1,Cluster 5,Cluster 1
15609,Cluster 0,Cluster 12,Cluster 1,Cluster 1,Cluster 11,Cluster 3
15667,Cluster 0,Cluster 23,Cluster 6,Cluster 5,Cluster 20,Cluster 6
15943,Cluster 0,Cluster 23,Cluster 14,Cluster 8,Cluster 5,Cluster 5
16010,Cluster 0,Cluster 19,Cluster 16,Cluster 4,Cluster 18,Cluster 18
16045,Cluster 0,Cluster 14,Cluster 23,Cluster 13,Cluster 5,Cluster 21
16129,Cluster 0,Cluster 19,Cluster 14,Cluster 7,Cluster 1,Cluster 7
16224,Cluster 0,Cluster 22,Cluster 22,Cluster 6,Cluster 16,Cluster 3
16236,Cluster 0,Cluster 19,Cluster 15,Cluster 9,,
16253,Cluster 0,Cluster 0,Cluster 19,Cluster 3,Cluster 17,Cluster 11
16274,Cluster 0,Cluster 22,Cluster 6,Cluster 12,Cluster 22,Cluster 12
16292,Cluster 0,Cluster 6,Cluster 3,Cluster 5,Cluster 10,Cluster 0
16323,Cluster 0,Cluster 8,Cluster 8,Cluster 16,Cluster 12,Cluster 23
16350,Cluster 0,Cluster 15,Cluster 23,Cluster 17,Cluster 5,Cluster 12
16378,Cluster 0,Cluster 11,Cluster 1,Cluster 23,Cluster 6,Cluster 1
16379,Cluster 0,Cluster 10,Cluster 22,Cluster 2,Cluster 21,Cluster 2
16630,Cluster 0,Cluster 16,Cluster 9,Cluster 19,Cluster 14,Cluster 8
16944,Cluster 0,Cluster 23,Cluster 12,Cluster 0,Cluster 10,Cluster 14
17030,Cluster 0,Cluster 0,Cluster 3,Cluster 4,Cluster 1,Cluster 0
17171,Cluster 0,Cluster 17,Cluster 6,Cluster 14,Cluster 7,Cluster 7
17356,Cluster 0,Cluster 13,Cluster 7,Cluster 4,Cluster 5,Cluster 3
17372,Cluster 0,Cluster 19,Cluster 2,Cluster 4,Cluster 16,Cluster 3
17459,Cluster 0,Cluster 3,Cluster 3,,,
17460,Cluster 0,Cluster 3,Cluster 8,,,
17463,Cluster 0,Cluster 6,Cluster 13,,,
17482,Cluster 0,Cluster 5,Cluster 6,Cluster 16,Cluster 20,Cluster 6
17642,Cluster 0,Cluster 7,Cluster 23,Cluster 23,Cluster 15,Cluster 12
17678,Cluster 0,Cluster 10,Cluster 13,Cluster 15,Cluster 20,Cluster 13
18022,Cluster 0,Cluster 3,Cluster 8,Cluster 17,Cluster 7,Cluster 4
18046,Cluster 0,Cluster 18,Cluster 20,Cluster 20,Cluster 13,Cluster 17
18072,Cluster 0,Cluster 10,Cluster 23,Cluster 4,Cluster 6,Cluster 9
18082,Cluster 0,Cluster 9,Cluster 13,Cluster 8,Cluster 10,Cluster 11
18140,Cluster 0,Cluster 9,Cluster 21,Cluster 10,Cluster 7,Cluster 19
18146,Cluster 0,Cluster 10,Cluster 17,Cluster 13,Cluster 16,Cluster 13
18237,Cluster 0,Cluster 10,Cluster 2,Cluster 5,,
18552,Cluster 0,Cluster 21,Cluster 20,Cluster 7,Cluster 1,Cluster 10
18562,Cluster 0,Cluster 7,Cluster 3,Cluster 16,Cluster 18,Cluster 22
18611,Cluster 0,Cluster 1,Cluster 11,Cluster 13,Cluster 11,Cluster 5
18626,Cluster 0,Cluster 2,Cluster 1,Cluster 12,Cluster 3,Cluster 6
18627,Cluster 0,Cluster 11,Cluster 1,Cluster 23,Cluster 3,Cluster 12
18630,Cluster 0,Cluster 17,Cluster 22,Cluster 15,Cluster 2,Cluster 7
18682,Cluster 0,Cluster 10,Cluster 13,Cluster 20,Cluster 6,Cluster 12
18691,Cluster 0,Cluster 23,Cluster 7,Cluster 12,Cluster 19,Cluster 16
18783,Cluster 0,Cluster 1,Cluster 22,Cluster 12,Cluster 6,Cluster 18
18791,Cluster 0,Cluster 5,Cluster 5,Cluster 15,Cluster 21,Cluster 7
18812,Cluster 0,Cluster 4,Cluster 9,Cluster 9,Cluster 13,Cluster 23
18816,Cluster 0,Cluster 0,Cluster 23,Cluster 19,Cluster 22,Cluster 13
18825,Cluster 0,Cluster 11,Cluster 22,Cluster 23,Cluster 12,Cluster 1
18835,Cluster 0,Cluster 18,,Cluster 18,Cluster 11,Cluster 23
18840,Cluster 0,Cluster 16,,Cluster 18,Cluster 11,Cluster 20
18851,Cluster 0,Cluster 2,Cluster 6,Cluster 15,Cluster 21,Cluster 22
18906,Cluster 0,Cluster 2,Cluster 22,Cluster 15,Cluster 21,Cluster 19
18908,Cluster 0,Cluster 4,Cluster 22,Cluster 15,Cluster 12,Cluster 11
18910,Cluster 0,Cluster 5,Cluster 6,Cluster 1,Cluster 22,Cluster 19
18916,Cluster 0,Cluster 7,Cluster 16,Cluster 22,Cluster 0,Cluster 23
18941,Cluster 0,Cluster 23,Cluster 6,Cluster 12,Cluster 9,Cluster 12
18942,Cluster 0,Cluster 0,Cluster 7,Cluster 4,Cluster 20,Cluster 6
18985,Cluster 0,Cluster 22,Cluster 4,Cluster 19,Cluster 21,Cluster 21
19000,Cluster 0,Cluster 0,Cluster 3,Cluster 12,Cluster 11,Cluster 13
19001,Cluster 0,Cluster 21,Cluster 6,Cluster 20,Cluster 7,Cluster 8
19025,Cluster 0,Cluster 21,Cluster 6,Cluster 5,Cluster 5,Cluster 21
19035,Cluster 0,Cluster 15,Cluster 7,Cluster 0,Cluster 7,Cluster 8
19040,Cluster 0,Cluster 22,Cluster 18,Cluster 4,Cluster 18,Cluster 11
19071,Cluster 0,Cluster 18,Cluster 16,Cluster 22,Cluster 13,Cluster 17
19102,Cluster 0,Cluster 16,Cluster 2,Cluster 4,Cluster 12,Cluster 15
19134,Cluster 0,Cluster 13,Cluster 1,Cluster 3,Cluster 9,Cluster 21
19135,Cluster 0,Cluster 7,Cluster 13,Cluster 4,Cluster 2,Cluster 3
19136,Cluster 0,Cluster 22,Cluster 19,Cluster 18,Cluster 9,Cluster 22
19158,Cluster 0,Cluster 9,Cluster 1,Cluster 20,Cluster 9,Cluster 3
19168,Cluster 0,Cluster 4,Cluster 22,Cluster 20,Cluster 4,Cluster 1
19170,Cluster 0,Cluster 0,Cluster 2,Cluster 16,Cluster 2,Cluster 1
19177,Cluster 0,Cluster 5,Cluster 4,Cluster 12,Cluster 9,Cluster 3
19191,Cluster 0,Cluster 12,Cluster 19,Cluster 23,Cluster 20,
19195,Cluster 0,Cluster 22,Cluster 14,Cluster 14,Cluster 16,Cluster 14
19196,Cluster 0,Cluster 10,Cluster 19,Cluster 19,Cluster 5,Cluster 15
19217,Cluster 0,Cluster 5,Cluster 8,Cluster 3,Cluster 4,Cluster 16
19303,Cluster 0,Cluster 10,Cluster 12,Cluster 15,Cluster 22,Cluster 2
19314,Cluster 0,Cluster 1,Cluster 1,Cluster 1,Cluster 4,Cluster 8
19321,Cluster 0,Cluster 19,Cluster 9,Cluster 13,Cluster 18,Cluster 4
19456,Cluster 0,Cluster 10,Cluster 19,Cluster 16,Cluster 14,Cluster 7
19575,Cluster 0,Cluster 16,Cluster 10,Cluster 18,Cluster 22,
19592,Cluster 0,Cluster 22,Cluster 1,Cluster 23,Cluster 1,Cluster 22
19608,Cluster 0,Cluster 4,Cluster 12,Cluster 0,Cluster 23,Cluster 21
19623,Cluster 0,Cluster 2,Cluster 0,Cluster 13,Cluster 14,Cluster 5
19664,Cluster 0,Cluster 10,Cluster 3,Cluster 5,Cluster 21,Cluster 16
19768,Cluster 0,Cluster 3,Cluster 6,Cluster 6,Cluster 5,Cluster 21
19777,Cluster 0,Cluster 23,Cluster 19,Cluster 2,Cluster 14,Cluster 1
19795,Cluster 0,Cluster 6,Cluster 7,Cluster 8,Cluster 8,Cluster 6
19799,Cluster 0,Cluster 13,Cluster 22,Cluster 20,Cluster 7,Cluster 12
19811,Cluster 0,Cluster 22,Cluster 13,Cluster 18,Cluster 20,Cluster 19
19874,Cluster 0,Cluster 22,Cluster 3,Cluster 16,Cluster 22,Cluster 13
19881,Cluster 0,Cluster 21,Cluster 3,Cluster 4,Cluster 8,Cluster 12
19904,Cluster 0,Cluster 6,Cluster 14,Cluster 12,Cluster 7,Cluster 23
19960,Cluster 0,Cluster 6,Cluster 22,Cluster 22,Cluster 23,Cluster 4
19967,Cluster 0,Cluster 14,Cluster 21,Cluster 23,Cluster 1,Cluster 8
19970,Cluster 0,Cluster 22,Cluster 7,Cluster 14,Cluster 14,Cluster 23
19976,Cluster 0,Cluster 17,Cluster 7,Cluster 7,Cluster 14,Cluster 23
19990,Cluster 0,Cluster 21,Cluster 21,Cluster 22,Cluster 3,Cluster 15
19996,Cluster 0,Cluster 14,Cluster 15,Cluster 15,Cluster 1,Cluster 19
20040,Cluster 0,Cluster 9,Cluster 4,Cluster 10,Cluster 10,Cluster 20
20159,Cluster 0,Cluster 9,Cluster 3,Cluster 1,Cluster 9,Cluster 13
20166,Cluster 0,Cluster 15,Cluster 15,Cluster 1,Cluster 12,Cluster 22
20171,Cluster 0,Cluster 6,Cluster 21,Cluster 10,Cluster 16,Cluster 4
20173,Cluster 0,Cluster 22,Cluster 21,Cluster 12,Cluster 7,Cluster 2
20186,Cluster 0,Cluster 10,Cluster 7,Cluster 4,Cluster 8,Cluster 22
20203,Cluster 0,Cluster 22,Cluster 2,Cluster 1,Cluster 9,Cluster 7
20223,Cluster 0,Cluster 10,Cluster 6,Cluster 20,Cluster 9,Cluster 7
20228,Cluster 0,Cluster 10,Cluster 2,Cluster 23,Cluster 3,Cluster 5
20231,Cluster 0,Cluster 5,Cluster 7,Cluster 1,Cluster 2,Cluster 7
20235,Cluster 0,Cluster 10,Cluster 22,Cluster 20,Cluster 4,Cluster 8
20253,Cluster 0,Cluster 5,Cluster 7,Cluster 12,Cluster 2,Cluster 21
20295,Cluster 0,Cluster 2,Cluster 20,Cluster 1,Cluster 19,Cluster 12
20312,Cluster 0,Cluster 20,Cluster 20,Cluster 5,Cluster 17,Cluster 1
20320,Cluster 0,Cluster 8,Cluster 5,Cluster 6,Cluster 5,Cluster 13
20370,Cluster 0,Cluster 15,Cluster 7,Cluster 10,Cluster 19,Cluster 21
20405,Cluster 0,Cluster 18,Cluster 7,Cluster 8,Cluster 22,Cluster 19
20464,Cluster 0,Cluster 15,Cluster 21,Cluster 18,Cluster 8,Cluster 13
20501,Cluster 0,Cluster 12,Cluster 2,Cluster 7,Cluster 4,Cluster 22
20507,Cluster 0,Cluster 6,Cluster 4,Cluster 10,Cluster 8,Cluster 22
20509,Cluster 0,Cluster 22,Cluster 20,Cluster 0,Cluster 6,Cluster 15
20756,Cluster 0,Cluster 1,Cluster 11,Cluster 18,Cluster 15,Cluster 2
20908,Cluster 0,Cluster 17,Cluster 8,Cluster 13,Cluster 22,Cluster 12
20975,Cluster 0,Cluster 6,Cluster 12,Cluster 16,Cluster 22,Cluster 18
20984,Cluster 0,Cluster 12,Cluster 5,Cluster 8,Cluster 5,Cluster 3
20987,Cluster 0,Cluster 1,Cluster 1,Cluster 3,Cluster 4,Cluster 20
21003,Cluster 0,Cluster 9,Cluster 0,Cluster 8,Cluster 5,Cluster 0
21092,Cluster 0,Cluster 22,Cluster 4,Cluster 20,Cluster 7,Cluster 7
21125,Cluster 0,Cluster 0,Cluster 12,Cluster 0,Cluster 12,Cluster 1
21183,Cluster 0,Cluster 6,Cluster 6,Cluster 20,Cluster 12,Cluster 0
21251,Cluster 0,Cluster 7,Cluster 21,Cluster 18,Cluster 18,Cluster 20
21267,Cluster 0,Cluster 14,Cluster 22,Cluster 20,Cluster 15,Cluster 7
21269,Cluster 0,Cluster 13,Cluster 22,Cluster 15,Cluster 21,Cluster 6
21324,Cluster 0,Cluster 5,Cluster 13,Cluster 20,Cluster 22,Cluster 6
21340,Cluster 0,Cluster 7,Cluster 6,Cluster 1,Cluster 12,Cluster 7
21346,Cluster 0,Cluster 19,Cluster 7,Cluster 9,Cluster 8,Cluster 17
21358,Cluster 0,Cluster 21,Cluster 22,Cluster 6,Cluster 2,Cluster 7
21399,Cluster 0,Cluster 14,Cluster 11,Cluster 3,Cluster 15,Cluster 19
21448,Cluster 0,Cluster 19,Cluster 16,Cluster 3,Cluster 13,Cluster 17
21452,Cluster 0,Cluster 15,Cluster 1,Cluster 3,Cluster 15,Cluster 9
21472,Cluster 0,Cluster 4,Cluster 0,Cluster 9,,
21480,Cluster 0,Cluster 5,Cluster 1,Cluster 13,Cluster 18,Cluster 16
21483,Cluster 0,Cluster 16,Cluster 13,Cluster 16,Cluster 14,Cluster 2
21485,Cluster 0,Cluster 23,Cluster 1,Cluster 23,Cluster 17,Cluster 22
21580,Cluster 0,Cluster 9,Cluster 19,Cluster 3,Cluster 7,Cluster 2
21625,Cluster 0,Cluster 18,Cluster 9,Cluster 22,Cluster 18,Cluster 15
21658,Cluster 0,Cluster 1,Cluster 3,Cluster 18,Cluster 13,Cluster 23
21714,Cluster 0,Cluster 8,Cluster 1,Cluster 3,Cluster 2,Cluster 6
21718,Cluster 0,Cluster 0,Cluster 1,Cluster 4,Cluster 5,Cluster 14
21722,Cluster 0,Cluster 12,Cluster 21,Cluster 14,Cluster 8,Cluster 5
21726,Cluster 0,Cluster 23,Cluster 6,Cluster 15,Cluster 20,Cluster 6
21741,Cluster 0,Cluster 2,Cluster 13,Cluster 20,Cluster 22,Cluster 7
21743,Cluster 0,Cluster 10,Cluster 1,Cluster 8,Cluster 21,Cluster 1
21744,Cluster 0,Cluster 5,Cluster 12,Cluster 3,Cluster 7,Cluster 7
21745,Cluster 0,Cluster 12,Cluster 13,Cluster 23,Cluster 22,Cluster 7
21841,Cluster 0,Cluster 9,Cluster 23,Cluster 12,Cluster 8,Cluster 1
21866,Cluster 0,Cluster 15,Cluster 16,Cluster 0,Cluster 13,Cluster 3
21906,Cluster 0,Cluster 21,Cluster 4,Cluster 13,Cluster 4,Cluster 12
21939,Cluster 0,Cluster 7,Cluster 7,Cluster 8,Cluster 16,Cluster 22
21950,Cluster 0,Cluster 1,Cluster 16,Cluster 16,Cluster 10,Cluster 9
22103,Cluster 0,Cluster 5,Cluster 22,Cluster 6,Cluster 5,Cluster 7
22129,Cluster 0,Cluster 9,Cluster 12,Cluster 7,Cluster 12,Cluster 1
22162,Cluster 0,Cluster 5,Cluster 16,Cluster 1,Cluster 19,Cluster 0
22166,Cluster 0,Cluster 2,Cluster 20,Cluster 8,Cluster 6,Cluster 1
22180,Cluster 0,Cluster 19,Cluster 23,Cluster 12,Cluster 21,Cluster 22
22320,Cluster 0,Cluster 12,Cluster 18,Cluster 16,Cluster 7,Cluster 7
22347,Cluster 0,Cluster 19,Cluster 3,Cluster 13,Cluster 19,Cluster 8
22349,Cluster 0,Cluster 3,Cluster 5,Cluster 15,Cluster 7,Cluster 15
22356,Cluster 0,Cluster 11,Cluster 3,Cluster 1,Cluster 18,Cluster 18
22432,Cluster 0,Cluster 14,Cluster 14,Cluster 0,Cluster 16,Cluster 13
22513,Cluster 0,Cluster 22,Cluster 22,Cluster 1,Cluster 7,Cluster 17
22767,Cluster 0,Cluster 3,Cluster 7,Cluster 18,,
22792,Cluster 0,Cluster 22,Cluster 12,Cluster 6,Cluster 19,Cluster 12
22882,Cluster 0,Cluster 8,Cluster 22,Cluster 7,Cluster 5,Cluster 5
22885,Cluster 0,Cluster 13,Cluster 22,Cluster 20,Cluster 22,Cluster 7
22899,Cluster 0,Cluster 9,Cluster 13,Cluster 6,Cluster 6,Cluster 1
22906,Cluster 0,Cluster 9,Cluster 8,Cluster 6,Cluster 3,Cluster 14
22946,Cluster 0,Cluster 5,Cluster 22,Cluster 8,Cluster 7,Cluster 7
22992,Cluster 0,Cluster 22,Cluster 21,Cluster 4,Cluster 15,Cluster 21
23174,Cluster 0,Cluster 21,Cluster 0,Cluster 20,Cluster 8,Cluster 2
23176,Cluster 0,Cluster 16,Cluster 16,Cluster 6,Cluster 14,Cluster 20
23202,Cluster 0,Cluster 23,Cluster 6,Cluster 20,Cluster 7,Cluster 22
23278,Cluster 0,Cluster 3,Cluster 3,Cluster 12,Cluster 22,Cluster 1
23287,Cluster 0,Cluster 1,Cluster 10,Cluster 12,Cluster 7,Cluster 7
23296,Cluster 0,Cluster 6,Cluster 13,Cluster 22,Cluster 12,Cluster 21
23299,Cluster 0,Cluster 13,Cluster 23,Cluster 20,Cluster 16,Cluster 15
23307,Cluster 0,Cluster 9,Cluster 14,Cluster 22,Cluster 9,Cluster 0
23346,Cluster 0,Cluster 3,Cluster 18,Cluster 16,Cluster 6,Cluster 7
23470,Cluster 0,Cluster 10,Cluster 20,Cluster 16,Cluster 0,Cluster 22
23479,Cluster 0,Cluster 13,Cluster 2,Cluster 21,Cluster 16,Cluster 8
23532,Cluster 0,Cluster 13,Cluster 22,Cluster 20,Cluster 5,Cluster 6
23611,Cluster 0,Cluster 12,Cluster 13,Cluster 5,Cluster 5,Cluster 5
23640,Cluster 0,Cluster 1,Cluster 21,Cluster 17,Cluster 17,Cluster 14
23682,Cluster 0,Cluster 6,Cluster 22,Cluster 21,Cluster 20,Cluster 5
23768,Cluster 0,Cluster 15,Cluster 6,Cluster 20,Cluster 0,Cluster 12
23771,Cluster 0,Cluster 0,Cluster 18,Cluster 12,Cluster 14,Cluster 13
23794,Cluster 0,Cluster 17,Cluster 13,Cluster 19,Cluster 23,Cluster 1
23795,Cluster 0,Cluster 5,Cluster 23,Cluster 23,Cluster 23,Cluster 12
23819,Cluster 0,Cluster 12,Cluster 13,Cluster 6,Cluster 20,Cluster 12
23917,Cluster 0,Cluster 8,Cluster 13,Cluster 6,Cluster 22,Cluster 11
24015,Cluster 0,Cluster 3,Cluster 7,Cluster 19,Cluster 22,Cluster 7
24032,Cluster 0,Cluster 19,Cluster 6,Cluster 11,Cluster 12,Cluster 2
24041,Cluster 0,Cluster 10,Cluster 7,Cluster 8,Cluster 5,Cluster 1
24087,Cluster 0,Cluster 12,Cluster 14,Cluster 16,Cluster 7,Cluster 3
24267,Cluster 0,Cluster 3,Cluster 18,Cluster 23,Cluster 23,Cluster 16
24272,Cluster 0,Cluster 6,Cluster 8,Cluster 22,Cluster 18,Cluster 19
24436,Cluster 0,Cluster 12,Cluster 1,Cluster 1,Cluster 21,Cluster 20
24459,Cluster 0,Cluster 8,Cluster 13,Cluster 20,Cluster 21,Cluster 2
24674,Cluster 0,Cluster 8,Cluster 5,Cluster 16,Cluster 21,Cluster 20
24681,Cluster 0,Cluster 22,Cluster 8,Cluster 17,Cluster 8,Cluster 21
24775,Cluster 0,Cluster 5,Cluster 4,Cluster 6,Cluster 8,Cluster 21
24874,Cluster 0,Cluster 5,Cluster 16,Cluster 17,,
25000,Cluster 0,Cluster 18,Cluster 3,Cluster 4,Cluster 0,Cluster 0
25003,Cluster 0,Cluster 20,Cluster 11,Cluster 4,Cluster 7,Cluster 8
25005,Cluster 0,Cluster 22,Cluster 22,Cluster 20,Cluster 22,Cluster 8
25096,Cluster 0,Cluster 8,Cluster 3,Cluster 16,Cluster 1,Cluster 6
25108,Cluster 0,Cluster 12,Cluster 4,Cluster 1,Cluster 8,Cluster 22
26175,Cluster 0,Cluster 14,Cluster 4,Cluster 9,Cluster 14,Cluster 13
27096,Cluster 0,Cluster 12,Cluster 7,Cluster 19,Cluster 5,Cluster 20
27398,Cluster 0,Cluster 13,Cluster 13,Cluster 19,Cluster 5,Cluster 20
27937,Cluster 0,Cluster 13,Cluster 5,Cluster 15,Cluster 1,Cluster 5
28017,Cluster 0,Cluster 3,Cluster 21,Cluster 0,Cluster 12,Cluster 5
28027,Cluster 0,Cluster 23,Cluster 2,Cluster 20,Cluster 21,Cluster 6
28028,Cluster 0,Cluster 15,Cluster 2,Cluster 20,Cluster 22,Cluster 8
28029,Cluster 0,Cluster 15,Cluster 7,Cluster 4,Cluster 4,Cluster 13
29047,Cluster 0,Cluster 5,Cluster 22,Cluster 20,Cluster 9,Cluster 22
29907,Cluster 0,Cluster 12,Cluster 7,Cluster 8,Cluster 8,Cluster 5
29925,Cluster 0,Cluster 1,Cluster 0,Cluster 22,Cluster 9,Cluster 3
29946,Cluster 0,Cluster 10,Cluster 0,Cluster 20,Cluster 22,Cluster 7
29949,Cluster 0,Cluster 22,Cluster 23,Cluster 11,Cluster 20,Cluster 11
29968,Cluster 0,Cluster 13,Cluster 16,Cluster 12,Cluster 3,Cluster 8
29970,Cluster 0,Cluster 22,Cluster 21,Cluster 4,Cluster 3,Cluster 20
29971,Cluster 0,Cluster 22,Cluster 12,Cluster 20,Cluster 3,Cluster 5
29982,Cluster 0,Cluster 1,Cluster 20,Cluster 12,Cluster 16,Cluster 1
29983,Cluster 0,Cluster 2,Cluster 4,Cluster 20,Cluster 16,Cluster 21
30013,Cluster 0,Cluster 23,Cluster 21,Cluster 18,Cluster 16,Cluster 15
30014,Cluster 0,Cluster 11,Cluster 15,Cluster 18,Cluster 0,Cluster 13
30019,Cluster 0,Cluster 12,Cluster 5,Cluster 12,Cluster 16,Cluster 21
30020,Cluster 0,Cluster 14,Cluster 11,Cluster 23,Cluster 23,Cluster 7
30024,Cluster 0,Cluster 6,Cluster 5,Cluster 15,Cluster 6,Cluster 5
30035,Cluster 0,Cluster 12,Cluster 5,Cluster 12,Cluster 3,Cluster 9
30270,Cluster 0,Cluster 18,Cluster 1,Cluster 18,Cluster 21,Cluster 5
30312,Cluster 0,Cluster 11,Cluster 7,Cluster 1,Cluster 1,Cluster 21
30615,Cluster 0,Cluster 19,Cluster 11,Cluster 8,Cluster 10,Cluster 13
30626,Cluster 0,Cluster 4,Cluster 1,Cluster 11,Cluster 12,Cluster 10
30636,Cluster 0,Cluster 14,Cluster 6,Cluster 18,Cluster 23,Cluster 21
30670,Cluster 0,Cluster 20,Cluster 18,Cluster 23,Cluster 23,Cluster 20
31184,Cluster 0,Cluster 10,Cluster 20,,,
31211,Cluster 0,Cluster 2,Cluster 17,Cluster 5,Cluster 20,Cluster 11
31515,Cluster 0,Cluster 8,Cluster 22,Cluster 7,Cluster 19,Cluster 19
31886,Cluster 0,Cluster 9,Cluster 12,Cluster 20,Cluster 1,Cluster 23
32089,Cluster 0,Cluster 11,Cluster 19,Cluster 14,Cluster 21,Cluster 12
32175,Cluster 0,Cluster 12,Cluster 12,Cluster 1,Cluster 16,Cluster 6
32358,Cluster 0,Cluster 0,Cluster 17,Cluster 1,Cluster 1,Cluster 13
32376,Cluster 0,Cluster 4,Cluster 23,Cluster 22,Cluster 21,Cluster 19
32507,Cluster 0,Cluster 9,Cluster 21,Cluster 13,Cluster 3,Cluster 2
32508,Cluster 0,Cluster 16,Cluster 13,Cluster 17,Cluster 1,Cluster 11
32531,Cluster 0,Cluster 21,Cluster 13,Cluster 19,Cluster 23,Cluster 20
32535,Cluster 0,Cluster 6,Cluster 4,Cluster 22,Cluster 0,Cluster 17
32536,Cluster 0,Cluster 12,Cluster 18,Cluster 1,Cluster 23,Cluster 3
32644,Cluster 0,Cluster 13,Cluster 14,Cluster 1,Cluster 10,Cluster 13
32653,Cluster 0,Cluster 14,Cluster 7,,,Cluster 5
32672,Cluster 0,Cluster 5,Cluster 23,Cluster 22,Cluster 12,Cluster 7
32681,Cluster 0,Cluster 13,Cluster 21,Cluster 6,Cluster 5,Cluster 20
32757,Cluster 0,Cluster 21,Cluster 3,Cluster 5,Cluster 8,Cluster 7
32768,Cluster 0,Cluster 14,Cluster 1,Cluster 10,Cluster 3,Cluster 7
32777,Cluster 0,Cluster 8,Cluster 7,Cluster 9,Cluster 6,Cluster 15
32858,Cluster 0,Cluster 2,Cluster 3,Cluster 7,Cluster 12,Cluster 19
32866,Cluster 0,Cluster 23,Cluster 8,Cluster 0,Cluster 11,
