SecurityID,2019/2/28,2019/4/30,2019/6/30,2019/8/31,2019/10/31,2019/12/31
53331,,,Cluster 5,Cluster 6,Cluster 20,Cluster 3
54095,,,Cluster 5,Cluster 19,Cluster 3,Cluster 21
54279,,,Cluster 5,Cluster 19,Cluster 1,Cluster 13
19308,,,Cluster 6,,Cluster 17,Cluster 17
27721,,,Cluster 6,Cluster 6,Cluster 7,Cluster 1
27938,,,Cluster 6,Cluster 16,Cluster 1,Cluster 10
28055,,,Cluster 6,Cluster 6,Cluster 2,Cluster 8
28057,,,Cluster 6,Cluster 14,Cluster 21,Cluster 19
28174,,,Cluster 6,Cluster 16,Cluster 5,Cluster 21
28302,,,Cluster 6,Cluster 1,Cluster 2,Cluster 19
28305,,,Cluster 6,Cluster 8,Cluster 17,Cluster 10
28396,,,Cluster 6,Cluster 20,Cluster 7,Cluster 12
29094,,,Cluster 6,Cluster 23,Cluster 21,
29837,,,Cluster 6,Cluster 1,Cluster 4,Cluster 1
32493,,,Cluster 6,Cluster 8,Cluster 12,Cluster 9
35071,,,Cluster 6,Cluster 23,Cluster 6,Cluster 3
37373,,,Cluster 6,Cluster 18,Cluster 12,Cluster 21
39350,,,Cluster 6,Cluster 6,Cluster 1,Cluster 15
40482,,,Cluster 6,Cluster 20,,
43441,,,Cluster 6,Cluster 1,Cluster 23,Cluster 19
43663,,,Cluster 6,Cluster 6,Cluster 11,Cluster 20
44379,,,Cluster 6,Cluster 20,Cluster 10,Cluster 5
44593,,,Cluster 6,Cluster 22,Cluster 12,Cluster 0
44602,,,Cluster 6,Cluster 19,Cluster 5,Cluster 10
45269,,,Cluster 6,Cluster 14,Cluster 14,Cluster 13
46181,,,Cluster 6,Cluster 3,Cluster 6,Cluster 1
46975,,,Cluster 6,Cluster 12,Cluster 14,Cluster 2
47087,,,Cluster 6,Cluster 6,Cluster 6,Cluster 12
47651,,,Cluster 6,Cluster 1,Cluster 16,Cluster 21
47710,,,Cluster 6,Cluster 23,Cluster 6,Cluster 21
47740,,,Cluster 6,Cluster 5,Cluster 12,Cluster 19
48236,,,Cluster 6,Cluster 20,Cluster 1,Cluster 19
51277,,,Cluster 6,Cluster 10,Cluster 7,Cluster 20
51653,,,Cluster 6,Cluster 2,Cluster 2,Cluster 5
51734,,,Cluster 6,Cluster 5,Cluster 21,Cluster 22
54165,,,Cluster 6,Cluster 10,Cluster 12,Cluster 11
54227,,,Cluster 6,Cluster 6,Cluster 5,Cluster 13
54246,,,Cluster 6,Cluster 13,Cluster 10,
56268,,,Cluster 6,Cluster 23,Cluster 8,
27377,,,Cluster 7,Cluster 12,Cluster 21,Cluster 18
27444,,,Cluster 7,Cluster 7,Cluster 12,Cluster 20
27541,,,Cluster 7,Cluster 5,Cluster 2,Cluster 21
27548,,,Cluster 7,Cluster 10,Cluster 2,Cluster 10
27637,,,Cluster 7,Cluster 21,Cluster 6,Cluster 6
28013,,,Cluster 7,Cluster 7,Cluster 1,Cluster 2
28018,,,Cluster 7,Cluster 3,Cluster 1,Cluster 9
28140,,,Cluster 7,Cluster 12,Cluster 2,Cluster 21
28153,,,Cluster 7,Cluster 6,Cluster 21,Cluster 12
28184,,,Cluster 7,Cluster 5,Cluster 14,Cluster 12
28233,,,Cluster 7,Cluster 19,Cluster 22,Cluster 3
28259,,,Cluster 7,Cluster 6,Cluster 22,Cluster 20
28303,,,Cluster 7,Cluster 15,Cluster 20,Cluster 12
28357,,,Cluster 7,Cluster 5,Cluster 11,Cluster 13
28451,,,Cluster 7,Cluster 21,Cluster 12,Cluster 20
32484,,,Cluster 7,Cluster 12,Cluster 1,Cluster 5
33254,,,Cluster 7,Cluster 19,Cluster 22,Cluster 13
33358,,,Cluster 7,Cluster 8,Cluster 20,Cluster 15
33555,,,Cluster 7,Cluster 12,Cluster 14,Cluster 15
33795,,,Cluster 7,Cluster 16,Cluster 8,Cluster 12
37352,,,Cluster 7,Cluster 4,Cluster 16,Cluster 6
37367,,,Cluster 7,Cluster 8,Cluster 10,Cluster 4
37406,,,Cluster 7,Cluster 20,Cluster 12,Cluster 4
39346,,,Cluster 7,Cluster 16,Cluster 21,Cluster 21
39598,,,Cluster 7,Cluster 16,Cluster 21,Cluster 1
39760,,,Cluster 7,Cluster 4,Cluster 10,Cluster 3
40415,,,Cluster 7,Cluster 14,Cluster 3,Cluster 5
40503,,,Cluster 7,Cluster 1,Cluster 2,Cluster 10
40559,,,Cluster 7,Cluster 8,Cluster 21,
40971,,,Cluster 7,Cluster 23,Cluster 3,Cluster 21
42324,,,Cluster 7,Cluster 23,Cluster 22,Cluster 1
42391,,,Cluster 7,Cluster 21,Cluster 4,Cluster 21
42413,,,Cluster 7,Cluster 23,Cluster 4,Cluster 12
44121,,,Cluster 7,Cluster 5,Cluster 15,Cluster 3
45390,,,Cluster 7,Cluster 23,Cluster 12,Cluster 21
46383,,,Cluster 7,Cluster 12,Cluster 1,Cluster 8
46573,,,Cluster 7,Cluster 3,Cluster 3,Cluster 22
46978,,,Cluster 7,Cluster 13,Cluster 14,Cluster 1
47005,,,Cluster 7,Cluster 23,Cluster 16,Cluster 12
47106,,,Cluster 7,Cluster 10,Cluster 2,Cluster 21
47131,,,Cluster 7,Cluster 0,Cluster 1,Cluster 9
47597,,,Cluster 7,Cluster 1,Cluster 1,Cluster 10
47607,,,Cluster 7,Cluster 3,Cluster 16,Cluster 21
47615,,,Cluster 7,Cluster 0,Cluster 8,Cluster 8
47680,,,Cluster 7,Cluster 3,Cluster 1,Cluster 6
48307,,,Cluster 7,Cluster 6,Cluster 8,Cluster 13
48348,,,Cluster 7,Cluster 8,Cluster 14,
48675,,,Cluster 7,Cluster 5,Cluster 23,Cluster 21
48691,,,Cluster 7,Cluster 16,Cluster 12,Cluster 19
48844,,,Cluster 7,Cluster 2,Cluster 3,Cluster 11
51075,,,Cluster 7,Cluster 10,Cluster 4,Cluster 1
51409,,,Cluster 7,Cluster 13,Cluster 22,Cluster 22
51880,,,Cluster 7,Cluster 12,Cluster 14,Cluster 11
52015,,,Cluster 7,Cluster 12,Cluster 23,Cluster 21
52738,,,Cluster 7,Cluster 5,Cluster 15,Cluster 4
53493,,,Cluster 7,Cluster 6,Cluster 22,Cluster 19
53811,,,Cluster 7,Cluster 3,Cluster 12,Cluster 14
55381,,,Cluster 7,Cluster 6,Cluster 14,Cluster 6
56249,,,Cluster 7,Cluster 5,Cluster 1,
62060,,,Cluster 7,Cluster 16,Cluster 5,Cluster 19
27389,,,Cluster 8,Cluster 10,Cluster 1,Cluster 11
27430,,,Cluster 8,Cluster 20,Cluster 22,Cluster 8
27885,,,Cluster 8,Cluster 5,Cluster 14,Cluster 19
27917,,,Cluster 8,Cluster 16,Cluster 5,Cluster 20
28183,,,Cluster 8,Cluster 14,Cluster 16,Cluster 13
28246,,,Cluster 8,Cluster 1,Cluster 5,Cluster 14
28249,,,Cluster 8,Cluster 18,Cluster 6,Cluster 13
28250,,,Cluster 8,Cluster 18,Cluster 2,Cluster 10
28252,,,Cluster 8,Cluster 20,Cluster 12,Cluster 7
28253,,,Cluster 8,Cluster 4,Cluster 2,Cluster 22
28254,,,Cluster 8,Cluster 4,Cluster 11,Cluster 8
28255,,,Cluster 8,Cluster 1,Cluster 5,Cluster 6
28368,,,Cluster 8,Cluster 23,Cluster 1,Cluster 7
29083,,,Cluster 8,Cluster 0,Cluster 10,
29093,,,Cluster 8,Cluster 10,Cluster 21,
40445,,,Cluster 8,Cluster 16,Cluster 6,Cluster 13
40691,,,Cluster 8,Cluster 1,Cluster 19,Cluster 4
41457,,,Cluster 8,Cluster 0,Cluster 7,Cluster 22
46189,,,Cluster 8,Cluster 18,Cluster 6,Cluster 13
46836,,,Cluster 8,Cluster 18,Cluster 16,Cluster 19
46926,,,Cluster 8,Cluster 23,Cluster 1,Cluster 6
47092,,,Cluster 8,Cluster 22,Cluster 23,Cluster 16
47671,,,Cluster 8,Cluster 22,Cluster 15,Cluster 22
51061,,,Cluster 8,Cluster 1,Cluster 12,Cluster 5
51934,,,Cluster 8,Cluster 20,Cluster 22,Cluster 6
52040,,,Cluster 8,Cluster 18,Cluster 9,Cluster 7
52828,,,Cluster 8,Cluster 23,Cluster 23,Cluster 6
52829,,,Cluster 8,Cluster 23,Cluster 23,Cluster 6
56244,,,Cluster 8,Cluster 22,Cluster 9,
61274,,,Cluster 8,Cluster 12,Cluster 16,Cluster 23
61821,,,Cluster 8,Cluster 16,Cluster 8,Cluster 21
28038,,,Cluster 9,Cluster 14,Cluster 10,Cluster 0
29081,,,Cluster 9,Cluster 13,Cluster 0,
29091,,,Cluster 9,Cluster 19,Cluster 4,
34459,,,Cluster 9,Cluster 12,Cluster 7,Cluster 14
35009,,,Cluster 9,,Cluster 10,Cluster 16
40292,,,Cluster 9,Cluster 23,Cluster 23,Cluster 5
44596,,,Cluster 9,Cluster 1,Cluster 12,Cluster 13
46440,,,Cluster 9,Cluster 13,Cluster 19,Cluster 13
47109,,,Cluster 9,Cluster 6,Cluster 1,Cluster 20
47634,,,Cluster 9,Cluster 4,Cluster 16,Cluster 1
47669,,,Cluster 9,Cluster 15,Cluster 10,Cluster 18
47731,,,Cluster 9,Cluster 12,Cluster 19,Cluster 22
49473,,,Cluster 9,Cluster 16,Cluster 8,Cluster 1
49828,,,Cluster 9,Cluster 4,Cluster 16,Cluster 19
54226,,,Cluster 9,Cluster 4,Cluster 22,Cluster 7
54895,,,Cluster 9,,Cluster 10,Cluster 17
11672,,,Cluster 10,Cluster 10,,
20804,,,Cluster 10,,Cluster 0,Cluster 17
33290,,,Cluster 10,,,
39517,,,Cluster 10,Cluster 11,Cluster 3,Cluster 16
40397,,,Cluster 10,Cluster 21,Cluster 22,Cluster 11
40457,,,Cluster 10,Cluster 14,Cluster 1,Cluster 1
45798,,,Cluster 10,,,
46887,,,Cluster 10,,Cluster 0,Cluster 17
47148,,,Cluster 10,Cluster 20,Cluster 23,Cluster 0
47658,,,Cluster 10,Cluster 2,Cluster 7,Cluster 10
51150,,,Cluster 10,Cluster 12,Cluster 14,Cluster 2
53556,,,Cluster 10,Cluster 12,Cluster 20,Cluster 11
53595,,,Cluster 10,Cluster 3,Cluster 11,Cluster 12
54064,,,Cluster 10,Cluster 6,Cluster 8,Cluster 4
55990,,,Cluster 10,Cluster 21,Cluster 9,Cluster 9
56245,,,Cluster 10,Cluster 4,Cluster 11,
56253,,,Cluster 10,Cluster 4,Cluster 8,
56254,,,Cluster 10,Cluster 8,Cluster 19,
62177,,,Cluster 10,,,Cluster 0
27441,,,Cluster 11,Cluster 7,Cluster 11,Cluster 20
27480,,,Cluster 11,Cluster 3,Cluster 3,Cluster 15
28445,,,Cluster 11,Cluster 6,Cluster 7,Cluster 10
29095,,,Cluster 11,Cluster 0,Cluster 12,
37361,,,Cluster 11,Cluster 8,Cluster 5,Cluster 4
37375,,,Cluster 11,Cluster 12,Cluster 19,Cluster 4
39674,,,Cluster 11,Cluster 4,Cluster 1,Cluster 2
39693,,,Cluster 11,Cluster 10,Cluster 21,Cluster 9
46494,,,Cluster 11,Cluster 6,Cluster 8,Cluster 19
46515,,,Cluster 11,Cluster 5,Cluster 14,Cluster 12
46826,,,Cluster 11,Cluster 18,Cluster 16,Cluster 7
47164,,,Cluster 11,Cluster 1,,
47672,,,Cluster 11,Cluster 16,Cluster 5,Cluster 19
57673,,,Cluster 11,Cluster 19,Cluster 16,Cluster 13
27386,,,Cluster 12,Cluster 4,Cluster 8,Cluster 15
27455,,,Cluster 12,Cluster 20,Cluster 16,Cluster 8
27556,,,Cluster 12,Cluster 23,Cluster 5,Cluster 19
28015,,,Cluster 12,Cluster 10,Cluster 5,Cluster 0
28049,,,Cluster 12,Cluster 15,Cluster 8,Cluster 1
28271,,,Cluster 12,Cluster 20,Cluster 14,Cluster 8
28394,,,Cluster 12,Cluster 6,Cluster 18,Cluster 4
28430,,,Cluster 12,Cluster 8,Cluster 2,Cluster 6
30600,,,Cluster 12,Cluster 1,Cluster 1,Cluster 12
33328,,,Cluster 12,Cluster 19,Cluster 3,Cluster 21
39912,,,Cluster 12,Cluster 23,Cluster 6,Cluster 20
42014,,,Cluster 12,Cluster 6,Cluster 12,Cluster 9
42323,,,Cluster 12,Cluster 7,Cluster 10,Cluster 21
45843,,,Cluster 12,Cluster 23,Cluster 12,Cluster 22
46890,,,Cluster 12,Cluster 16,Cluster 22,Cluster 15
47699,,,Cluster 12,Cluster 20,Cluster 16,Cluster 1
47703,,,Cluster 12,Cluster 3,Cluster 8,Cluster 2
48091,,,Cluster 12,Cluster 6,Cluster 3,Cluster 6
48804,,,Cluster 12,Cluster 20,,
49337,,,Cluster 12,Cluster 19,Cluster 3,Cluster 5
50669,,,Cluster 12,Cluster 19,Cluster 15,Cluster 8
51077,,,Cluster 12,Cluster 14,Cluster 15,Cluster 20
52305,,,Cluster 12,Cluster 1,Cluster 23,Cluster 7
54098,,,Cluster 12,Cluster 3,Cluster 16,Cluster 1
55056,,,Cluster 12,Cluster 0,Cluster 14,Cluster 11
55828,,,Cluster 12,Cluster 16,Cluster 16,Cluster 11
27351,,,Cluster 13,Cluster 15,Cluster 5,Cluster 9
27378,,,Cluster 13,Cluster 1,Cluster 6,Cluster 12
27542,,,Cluster 13,Cluster 3,Cluster 20,Cluster 5
28008,,,Cluster 13,Cluster 15,Cluster 22,Cluster 1
28047,,,Cluster 13,Cluster 3,Cluster 20,Cluster 20
28051,,,Cluster 13,Cluster 19,Cluster 16,Cluster 5
28058,,,Cluster 13,Cluster 5,Cluster 9,Cluster 22
28172,,,Cluster 13,Cluster 18,Cluster 2,Cluster 6
28173,,,Cluster 13,Cluster 19,Cluster 22,Cluster 6
28226,,,Cluster 13,Cluster 20,Cluster 2,Cluster 3
28247,,,Cluster 13,Cluster 20,Cluster 8,Cluster 0
28248,,,Cluster 13,Cluster 20,Cluster 8,Cluster 0
28306,,,Cluster 13,Cluster 0,Cluster 4,Cluster 20
28320,,,Cluster 13,Cluster 21,Cluster 14,Cluster 16
28335,,,Cluster 13,Cluster 23,Cluster 23,Cluster 21
28711,,,Cluster 13,Cluster 22,Cluster 8,Cluster 12
29101,,,Cluster 13,Cluster 21,Cluster 17,
29897,,,Cluster 13,Cluster 0,Cluster 4,Cluster 1
29912,,,Cluster 13,Cluster 17,Cluster 7,Cluster 9
32544,,,Cluster 13,Cluster 5,Cluster 1,Cluster 2
32545,,,Cluster 13,Cluster 5,Cluster 23,Cluster 20
34189,,,Cluster 13,,Cluster 14,Cluster 6
35111,,,Cluster 13,Cluster 8,Cluster 21,Cluster 3
37403,,,Cluster 13,Cluster 21,Cluster 10,Cluster 4
39596,,,Cluster 13,Cluster 4,Cluster 10,Cluster 3
39953,,,Cluster 13,Cluster 4,Cluster 12,Cluster 10
40083,,,Cluster 13,Cluster 4,Cluster 20,Cluster 4
40134,,,Cluster 13,Cluster 15,Cluster 16,Cluster 0
42377,,,Cluster 13,Cluster 12,Cluster 2,Cluster 6
42455,,,Cluster 13,Cluster 23,Cluster 23,Cluster 17
45841,,,Cluster 13,Cluster 19,Cluster 15,Cluster 12
45842,,,Cluster 13,Cluster 1,Cluster 23,Cluster 15
46734,,,Cluster 13,Cluster 5,Cluster 1,Cluster 2
46735,,,Cluster 13,Cluster 5,Cluster 23,Cluster 20
46845,,,Cluster 13,Cluster 6,Cluster 12,Cluster 13
47018,,,Cluster 13,Cluster 23,Cluster 16,Cluster 21
47598,,,Cluster 13,Cluster 0,Cluster 19,Cluster 23
52739,,,Cluster 13,Cluster 19,Cluster 2,Cluster 9
53592,,,Cluster 13,Cluster 16,Cluster 8,Cluster 12
7516,,,Cluster 14,,Cluster 13,
27379,,,Cluster 14,Cluster 7,Cluster 10,Cluster 23
28219,,,Cluster 14,Cluster 12,Cluster 3,Cluster 22
28251,,,Cluster 14,Cluster 16,Cluster 19,Cluster 0
29092,,,Cluster 14,Cluster 10,Cluster 21,
33330,,,Cluster 14,Cluster 18,Cluster 8,Cluster 4
33674,,,Cluster 14,Cluster 8,Cluster 18,Cluster 10
37396,,,Cluster 14,Cluster 15,Cluster 2,Cluster 23
39476,,,Cluster 14,Cluster 3,Cluster 23,Cluster 12
39820,,,Cluster 14,Cluster 6,,Cluster 17
40558,,,Cluster 14,Cluster 10,Cluster 8,
42018,,,Cluster 14,Cluster 3,Cluster 19,Cluster 18
47600,,,Cluster 14,Cluster 22,Cluster 3,Cluster 6
47639,,,Cluster 14,Cluster 15,Cluster 10,Cluster 2
47682,,,Cluster 14,Cluster 8,Cluster 8,Cluster 5
47709,,,Cluster 14,Cluster 12,Cluster 19,Cluster 2
47712,,,Cluster 14,Cluster 8,Cluster 8,Cluster 2
52641,,,Cluster 14,Cluster 13,Cluster 23,Cluster 3
53750,,,Cluster 14,Cluster 19,Cluster 6,Cluster 1
55463,,,Cluster 14,Cluster 4,Cluster 1,Cluster 19
56252,,,Cluster 14,Cluster 10,Cluster 10,
56255,,,Cluster 14,Cluster 20,Cluster 17,
11667,,,Cluster 15,Cluster 20,,Cluster 15
29106,,,Cluster 15,Cluster 9,Cluster 10,
37401,,,Cluster 15,Cluster 12,Cluster 7,Cluster 14
42901,,,Cluster 15,Cluster 12,Cluster 21,Cluster 8
51863,,,Cluster 15,Cluster 2,Cluster 14,Cluster 23
55989,,,Cluster 15,Cluster 21,Cluster 23,Cluster 6
56482,,,Cluster 15,Cluster 10,Cluster 7,Cluster 5
29097,,,Cluster 16,Cluster 16,Cluster 12,
29098,,,Cluster 16,Cluster 2,Cluster 3,
34223,,,Cluster 16,,Cluster 0,Cluster 21
53275,,,Cluster 16,Cluster 14,Cluster 6,Cluster 12
55964,,,Cluster 16,,,
61201,,,Cluster 16,Cluster 11,Cluster 16,Cluster 7
11864,,,Cluster 17,Cluster 5,Cluster 22,Cluster 13
13308,,,Cluster 17,Cluster 6,Cluster 13,Cluster 0
28121,,,Cluster 17,Cluster 1,Cluster 13,Cluster 23
37360,,,Cluster 17,Cluster 3,Cluster 3,Cluster 4
41469,,,Cluster 17,Cluster 13,Cluster 10,Cluster 20
42405,,,Cluster 17,Cluster 6,Cluster 1,Cluster 10
47565,,,Cluster 17,Cluster 22,Cluster 3,Cluster 4
55870,,,Cluster 17,Cluster 15,Cluster 21,Cluster 0
2962,,,Cluster 18,Cluster 14,Cluster 13,Cluster 17
28114,,,Cluster 18,Cluster 3,Cluster 10,Cluster 2
28344,,,Cluster 18,,,
29059,,,Cluster 18,Cluster 19,Cluster 1,Cluster 21
29082,,,Cluster 18,Cluster 3,Cluster 18,
33537,,,Cluster 18,Cluster 5,Cluster 22,Cluster 3
37407,,,Cluster 18,Cluster 20,Cluster 15,Cluster 23
39475,,,Cluster 18,Cluster 5,Cluster 11,Cluster 5
42290,,,Cluster 18,Cluster 18,,
46974,,,Cluster 18,Cluster 8,Cluster 10,Cluster 1
47698,,,Cluster 18,Cluster 1,Cluster 5,Cluster 10
54155,,,Cluster 18,Cluster 2,Cluster 19,Cluster 2
56192,,,Cluster 18,Cluster 23,Cluster 1,Cluster 21
3126,,,Cluster 19,,Cluster 17,Cluster 17
27376,,,Cluster 19,Cluster 17,Cluster 5,Cluster 15
28361,,,Cluster 19,Cluster 14,Cluster 6,Cluster 22
29099,,,Cluster 19,Cluster 12,Cluster 17,
32586,,,Cluster 19,Cluster 3,Cluster 7,Cluster 15
32879,,,Cluster 19,Cluster 8,Cluster 2,Cluster 8
32953,,,Cluster 19,,,
37378,,,Cluster 19,Cluster 0,Cluster 8,Cluster 20
37379,,,Cluster 19,Cluster 12,Cluster 8,Cluster 2
39601,,,Cluster 19,Cluster 18,Cluster 1,Cluster 5
42736,,,Cluster 19,Cluster 5,,
44384,,,Cluster 19,Cluster 14,Cluster 20,Cluster 6
46982,,,Cluster 19,Cluster 5,Cluster 6,Cluster 14
47088,,,Cluster 19,Cluster 6,Cluster 7,Cluster 22
47604,,,Cluster 19,Cluster 2,Cluster 20,Cluster 12
47637,,,Cluster 19,Cluster 5,,
47659,,,Cluster 19,Cluster 7,Cluster 21,Cluster 14
47730,,,Cluster 19,Cluster 6,Cluster 2,Cluster 19
48092,,,Cluster 19,Cluster 12,Cluster 3,Cluster 14
49660,,,Cluster 19,Cluster 13,Cluster 14,Cluster 11
52039,,,Cluster 19,Cluster 23,Cluster 9,Cluster 2
52741,,,Cluster 19,Cluster 12,Cluster 22,Cluster 21
54168,,,Cluster 19,Cluster 17,Cluster 7,Cluster 19
55993,,,Cluster 19,Cluster 1,Cluster 14,Cluster 23
56243,,,Cluster 19,Cluster 11,Cluster 18,
56307,,,Cluster 19,,,
17540,,,Cluster 20,Cluster 18,,Cluster 15
28244,,,Cluster 20,Cluster 22,Cluster 3,Cluster 4
28312,,,Cluster 20,Cluster 19,Cluster 11,Cluster 13
29084,,,Cluster 20,Cluster 4,Cluster 13,
33763,,,Cluster 20,Cluster 6,Cluster 1,Cluster 5
33813,,,Cluster 20,Cluster 8,Cluster 14,Cluster 11
44506,,,Cluster 20,Cluster 11,Cluster 19,Cluster 15
46858,,,Cluster 20,Cluster 3,Cluster 12,Cluster 22
47593,,,Cluster 20,Cluster 1,Cluster 19,Cluster 23
47729,,,Cluster 20,Cluster 21,Cluster 8,Cluster 2
49452,,,Cluster 20,Cluster 21,Cluster 5,Cluster 4
61199,,,Cluster 20,Cluster 9,Cluster 13,Cluster 16
27385,,,Cluster 21,Cluster 10,Cluster 21,Cluster 8
27428,,,Cluster 21,Cluster 1,Cluster 1,Cluster 2
27429,,,Cluster 21,Cluster 20,Cluster 8,Cluster 5
27546,,,Cluster 21,Cluster 5,Cluster 5,Cluster 22
28175,,,Cluster 21,Cluster 20,Cluster 22,Cluster 11
28389,,,Cluster 21,Cluster 3,Cluster 19,Cluster 22
28433,,,Cluster 21,Cluster 23,Cluster 14,Cluster 1
28969,,,Cluster 21,Cluster 18,Cluster 14,Cluster 5
33778,,,Cluster 21,Cluster 6,Cluster 8,Cluster 4
34648,,,Cluster 21,Cluster 12,Cluster 16,Cluster 2
36871,,,Cluster 21,Cluster 4,Cluster 6,Cluster 5
37350,,,Cluster 21,Cluster 10,Cluster 8,Cluster 6
37362,,,Cluster 21,Cluster 23,Cluster 16,Cluster 9
37374,,,Cluster 21,Cluster 23,Cluster 1,Cluster 9
39414,,,Cluster 21,Cluster 16,Cluster 12,Cluster 19
39513,,,Cluster 21,Cluster 22,Cluster 16,Cluster 2
40612,,,Cluster 21,Cluster 23,Cluster 16,Cluster 21
40700,,,Cluster 21,Cluster 6,Cluster 3,Cluster 8
40902,,,Cluster 21,Cluster 14,Cluster 14,Cluster 20
41291,,,Cluster 21,Cluster 20,Cluster 1,Cluster 13
42257,,,Cluster 21,Cluster 12,Cluster 21,Cluster 20
42842,,,Cluster 21,Cluster 14,Cluster 1,Cluster 20
44481,,,Cluster 21,Cluster 22,Cluster 3,Cluster 15
45840,,,Cluster 21,Cluster 8,Cluster 15,Cluster 11
47039,,,Cluster 21,Cluster 20,Cluster 1,Cluster 23
47599,,,Cluster 21,Cluster 20,Cluster 15,Cluster 4
47617,,,Cluster 21,Cluster 1,Cluster 14,Cluster 14
47711,,,Cluster 21,Cluster 0,Cluster 15,Cluster 9
52116,,,Cluster 21,Cluster 1,Cluster 16,Cluster 22
52683,,,Cluster 21,Cluster 22,Cluster 9,Cluster 3
27638,,,Cluster 22,Cluster 20,Cluster 2,Cluster 8
27873,,,Cluster 22,Cluster 20,Cluster 2,Cluster 1
27899,,,Cluster 22,Cluster 3,Cluster 9,Cluster 5
28056,,,Cluster 22,Cluster 12,Cluster 4,Cluster 3
28185,,,Cluster 22,Cluster 1,Cluster 8,Cluster 22
28304,,,Cluster 22,Cluster 18,Cluster 2,Cluster 20
28398,,,Cluster 22,Cluster 8,Cluster 1,Cluster 5
28404,,,Cluster 22,Cluster 12,Cluster 1,Cluster 2
28423,,,Cluster 22,Cluster 20,Cluster 10,Cluster 12
28641,,,Cluster 22,Cluster 18,Cluster 21,Cluster 7
29089,,,Cluster 22,Cluster 17,Cluster 8,
29110,,,Cluster 22,Cluster 6,Cluster 22,
29871,,,Cluster 22,Cluster 6,Cluster 2,Cluster 7
30257,,,Cluster 22,Cluster 20,Cluster 20,Cluster 7
33251,,,Cluster 22,Cluster 0,Cluster 19,Cluster 4
33854,,,Cluster 22,Cluster 12,Cluster 20,Cluster 8
36802,,,Cluster 22,,Cluster 20,Cluster 5
39343,,,Cluster 22,Cluster 20,Cluster 1,Cluster 22
39778,,,Cluster 22,Cluster 14,Cluster 18,Cluster 2
40405,,,Cluster 22,Cluster 8,Cluster 1,Cluster 22
40669,,,Cluster 22,Cluster 21,Cluster 19,Cluster 2
40747,,,Cluster 22,Cluster 16,Cluster 8,Cluster 9
41120,,,Cluster 22,Cluster 20,Cluster 3,Cluster 1
47077,,,Cluster 22,Cluster 22,Cluster 15,Cluster 12
47089,,,Cluster 22,Cluster 5,Cluster 4,Cluster 5
47091,,,Cluster 22,Cluster 21,Cluster 7,Cluster 6
47579,,,Cluster 22,Cluster 16,Cluster 4,Cluster 19
47670,,,Cluster 22,Cluster 6,Cluster 8,Cluster 12
47716,,,Cluster 22,Cluster 8,Cluster 8,Cluster 1
47725,,,Cluster 22,Cluster 8,Cluster 3,Cluster 4
48234,,,Cluster 22,Cluster 4,Cluster 1,Cluster 22
48419,,,Cluster 22,Cluster 21,Cluster 19,Cluster 19
49634,,,Cluster 22,Cluster 6,Cluster 7,Cluster 15
49714,,,Cluster 22,Cluster 20,Cluster 3,Cluster 8
53631,,,Cluster 22,Cluster 8,Cluster 1,Cluster 2
53932,,,Cluster 22,Cluster 20,Cluster 15,Cluster 3
56248,,,Cluster 22,Cluster 10,Cluster 10,
56264,,,Cluster 22,Cluster 6,Cluster 21,
59070,,,Cluster 22,Cluster 13,Cluster 22,Cluster 1
3194,,,Cluster 23,,Cluster 10,Cluster 17
17004,,,Cluster 23,,Cluster 17,Cluster 17
18068,,,Cluster 23,,Cluster 17,Cluster 16
27369,,,Cluster 23,Cluster 0,Cluster 16,Cluster 4
27551,,,Cluster 23,Cluster 12,Cluster 8,Cluster 21
28052,,,Cluster 23,Cluster 18,Cluster 21,Cluster 21
28061,,,Cluster 23,Cluster 23,Cluster 4,Cluster 2
28210,,,Cluster 23,Cluster 22,Cluster 22,Cluster 7
28395,,,Cluster 23,Cluster 6,Cluster 22,Cluster 22
29102,,,Cluster 23,Cluster 12,Cluster 16,
29105,,,Cluster 23,Cluster 1,Cluster 22,
29108,,,Cluster 23,Cluster 6,Cluster 11,
29111,,,Cluster 23,Cluster 1,Cluster 16,
29112,,,Cluster 23,Cluster 17,Cluster 1,
32455,,,Cluster 23,Cluster 14,Cluster 23,Cluster 21
34857,,,Cluster 23,Cluster 22,Cluster 21,Cluster 14
34860,,,Cluster 23,Cluster 2,Cluster 20,Cluster 9
37377,,,Cluster 23,Cluster 0,Cluster 8,Cluster 18
37395,,,Cluster 23,Cluster 18,Cluster 1,Cluster 2
39360,,,Cluster 23,Cluster 6,Cluster 4,Cluster 3
39762,,,Cluster 23,Cluster 16,Cluster 21,
40220,,,Cluster 23,Cluster 21,Cluster 2,Cluster 3
40344,,,Cluster 23,Cluster 2,Cluster 21,Cluster 14
40693,,,Cluster 23,Cluster 19,Cluster 23,Cluster 4
41977,,,Cluster 23,Cluster 15,Cluster 15,Cluster 17
43359,,,Cluster 23,Cluster 3,Cluster 21,Cluster 19
43436,,,Cluster 23,Cluster 22,Cluster 3,Cluster 13
45870,,,Cluster 23,Cluster 20,Cluster 1,Cluster 19
47620,,,Cluster 23,Cluster 8,Cluster 19,Cluster 2
47630,,,Cluster 23,Cluster 16,Cluster 1,Cluster 23
47631,,,Cluster 23,Cluster 2,Cluster 20,Cluster 9
